name,place,population,muni_name,lat,lon
Orgiano,locality,,Passignano sul Trasimeno,43.1900534,12.2362322
Passignano sul Trasimeno,village,4463.0,Passignano sul Trasimeno,43.1847425,12.136838
San Vito,hamlet,19.0,Passignano sul Trasimeno,43.1786709,12.1880247
Torre Fiume,locality,,Passignano sul Trasimeno,43.2119674,12.1791065
Trecine,isolated_dwelling,,Passignano sul Trasimeno,43.1932046,12.2034353
Penna in Teverina,village,850.0,Penna in Teverina,42.4929518,12.3556482
Ascagnano,hamlet,,Perugia,43.2517159,12.3855966
Badioli,hamlet,279.0,Perugia,43.1489447,12.3571972
Bagnaia,hamlet,304.0,Perugia,43.048571,12.2884408
Boneggio,hamlet,26.0,Perugia,43.0566226,12.3635999
Borgo Collestrada,hamlet,81.0,Perugia,43.0853883,12.4726704
Boschetto Vecchio,hamlet,146.0,Perugia,43.0107857,12.2238466
Bosco,village,893.0,Perugia,43.1425693,12.4683153
C. San Martino,isolated_dwelling,,Perugia,43.2155466,12.31098
Ca' Gentili,hamlet,116.0,Perugia,43.0587204,12.2059599
Canella di Sotto,hamlet,119.0,Perugia,43.0123787,12.1868457
Canneto,village,1292.0,Perugia,43.1578221,12.3351759
Capanne,neighbourhood,347.0,Perugia,43.0587058,12.2886286
Cappuccini di Monte Malbe,isolated_dwelling,,Perugia,43.1410247,12.3334129
Casa del Diavolo,village,1379.0,Perugia,43.1879256,12.450892
Casaccia,hamlet,35.0,Perugia,43.0294346,12.4139728
Casaglia,village,795.0,Perugia,43.1061164,12.4326916
Casale Piè di monte,locality,,Perugia,43.2129292,12.3540401
Case Lunghe,hamlet,59.0,Perugia,43.0483414,12.2061427
Case Nuove,locality,,Perugia,43.0724206,12.3505467
Case Nuove,neighbourhood,2057.0,Perugia,43.0699067,12.3519158
Castel d'Arno,hamlet,18.0,Perugia,43.1498418,12.5382103
Castel del Piano,neighbourhood,6188.0,Perugia,43.0595284,12.3064965
Castiglione Ugolino,isolated_dwelling,,Perugia,43.2363572,12.384679
Cava della Breccia,neighbourhood,134.0,Perugia,43.1191292,12.4194169
Cenerente,hamlet,352.0,Perugia,43.1458076,12.352358
Chirigiola,neighbourhood,311.0,Perugia,43.060433,12.3385453
Civitella Benazzone,hamlet,171.0,Perugia,43.2046095,12.4476782
Civitella d'Arna,hamlet,121.0,Perugia,43.1271837,12.490376
Colle Umberto,village,605.0,Perugia,43.174844,12.319155
Collestrada,village,1826.0,Perugia,43.0855522,12.4809643
Collicello,hamlet,68.0,Perugia,43.1128576,12.4979675
Colognola,hamlet,,Perugia,43.1762413,12.3543326
Colombella,village,1358.0,Perugia,43.1580727,12.4899515
Colonnetta,neighbourhood,568.0,Perugia,43.0680331,12.3968829
Compresso Nuovo,neighbourhood,,Perugia,43.1821641,12.338022
Compresso Vecchio,neighbourhood,,Perugia,43.1827039,12.3301792
Conservoni,hamlet,361.0,Perugia,43.1448393,12.365352
Contrada dei Muri,hamlet,61.0,Perugia,43.011817,12.2292297
Cordigliano,hamlet,38.0,Perugia,43.1621289,12.4191547
Elce,neighbourhood,,Perugia,43.1172231,12.3807024
Farneto,village,508.0,Perugia,43.1644966,12.4972647
Ferro di Cavallo,hamlet,,Perugia,43.1046943,12.3469934
Fontana,locality,,Perugia,43.1071573,12.3382606
Fontana,hamlet,43.0,Perugia,43.1133111,12.3242746
Fontignano,village,996.0,Perugia,43.0254218,12.1893982
Fosso del Diavolo,hamlet,541.0,Perugia,43.157245,12.464558
Fratticiola Selvatica,village,425.0,Perugia,43.188247,12.55196
Gualtarella,hamlet,,Perugia,43.0989034,12.345311
Gudiolo,isolated_dwelling,,Perugia,43.2287593,12.3249274
I Fornaciari,hamlet,11.0,Perugia,43.0687863,12.18721
Il Pino,locality,,Perugia,43.0498155,12.3519051
Il Sardo - Palazzo Secco,neighbourhood,409.0,Perugia,43.0711084,12.4187851
Il Vicinato,neighbourhood,196.0,Perugia,43.0547835,12.4064842
La Bruna,hamlet,183.0,Perugia,43.230946,12.387556
La Fratticiola-Casacce,hamlet,,Perugia,43.187546,12.427757
La Piaggia,neighbourhood,224.0,Perugia,43.104152,12.4228121
La Pievuccia,isolated_dwelling,,Perugia,43.1677568,12.3546946
Lacugnano,village,1242.0,Perugia,43.0949351,12.3313598
Le Pulci,neighbourhood,,Perugia,43.1676095,12.463425
Lidarno,hamlet,92.0,Perugia,43.1109582,12.4754546
Località Loretuccio,isolated_dwelling,,Perugia,43.2458603,12.4063772
Madonna Alta,suburb,,Perugia,43.1053206,12.3688191
Madonna del Piano,neighbourhood,430.0,Perugia,43.0660719,12.4019662
Maestrello,hamlet,180.0,Perugia,43.1888657,12.3194291
Migiana di Monte Tezio,hamlet,,Perugia,43.1946563,12.3768962
Monte Bagnolo I,hamlet,248.0,Perugia,43.155476,12.4007749
Monte Bagnolo II,hamlet,125.0,Perugia,43.1567707,12.3920527
Monte Malbe,hamlet,122.0,Perugia,43.1175119,12.3158888
Montebello,hamlet,,Perugia,43.0764831,12.4011585
Montegrillo,quarter,,Perugia,43.1250699,12.3728096
Montelabate,isolated_dwelling,,Perugia,43.1957516,12.4897599
Montelaguardia,village,1372.0,Perugia,43.1384429,12.3979897
Montepetriolo,hamlet,64.0,Perugia,43.0161042,12.2275939
Morleschio,hamlet,,Perugia,43.2192381,12.4680877
Mugnano,village,837.0,Perugia,43.054883,12.2207623
Oscano,hamlet,,Perugia,43.15526,12.3561713
Osteriaccia,hamlet,112.0,Perugia,43.1310126,12.4934981
Palazzo Giardino,isolated_dwelling,,Perugia,43.1681168,12.4391966
Parlesca,hamlet,33.0,Perugia,43.225008,12.4032336
Pianello,village,817.0,Perugia,43.1424873,12.5407404
Piccione,village,823.0,Perugia,43.181146,12.510359
Picco dell'Aquila,locality,,Perugia,43.1716286,12.3935697
Pietraia,hamlet,75.0,Perugia,43.0475249,12.2382233
Pietramelina,isolated_dwelling,,Perugia,43.2712335,12.4258643
Pieve Pagliaccia,village,435.0,Perugia,43.1491127,12.4765886
Pila,village,1924.0,Perugia,43.0510718,12.3328053
Pilonico Materno,hamlet,170.0,Perugia,43.0320334,12.2731013
Pilonico Paterno,locality,,Perugia,43.1545399,12.5154333
Piscinello,hamlet,148.0,Perugia,43.0585376,12.410652
Pod.e Ortilullo,locality,,Perugia,43.131137,12.3212796
Podere Belvedere,locality,,Perugia,43.1662886,12.3494951
Podere Castellaccio,hamlet,20.0,Perugia,43.157444,12.345556
Podere le Spiagge,hamlet,15.0,Perugia,43.1329066,12.5158219
Podere Renaia,isolated_dwelling,,Perugia,43.197793,12.4804687
Poggio delle Corti,hamlet,49.0,Perugia,43.0415957,12.254471
Poggio Montione,neighbourhood,119.0,Perugia,43.1379832,12.3440609
Ponte della Pietra,hamlet,,Perugia,43.077783,12.3648115
Ponte d'Oddi,quarter,,Perugia,43.1270518,12.3755153
Ponte Felcino,village,5146.0,Perugia,43.1335585,12.4420991
Ponte Pattoli,village,1992.0,Perugia,43.174445,12.429357
Ponte Rio,village,701.0,Perugia,43.1246351,12.3970011
Ponte Valleceppi,village,3356.0,Perugia,43.109607,12.4487918
Pratolungo,neighbourhood,91.0,Perugia,43.0589291,12.3343849
Pretola,hamlet,992.0,Perugia,43.1147415,12.4393585
Ramazzano Le Pulci,village,836.0,Perugia,43.169595,12.4626853
Rancolfo,hamlet,143.0,Perugia,43.238947,12.427256
Randolo,hamlet,80.0,Perugia,43.232546,12.419756
Resina,village,491.0,Perugia,43.2012971,12.4270348
Resina Sant'Orsola,village,315.0,Perugia,43.1943756,12.4337212
Rimbocchi,neighbourhood,,Perugia,43.1186749,12.3733752
Ripa,village,947.0,Perugia,43.1277214,12.5094542
Romano di Sopra,hamlet,63.0,Perugia,43.0488223,12.4195759
Romano di Sotto,hamlet,64.0,Perugia,43.038962,12.4170923
Rosciolo,neighbourhood,,Perugia,43.1578355,12.4700131
San Bartolomeo,isolated_dwelling,,Perugia,43.211723,12.4231365
San Fortunato della Collina,hamlet,628.0,Perugia,43.053866,12.3870409
San Francesco,hamlet,68.0,Perugia,43.173749,12.5184661
San Giovanni del Pantano,hamlet,70.0,Perugia,43.2228472,12.3258796
San Giustino d'Arna,locality,,Perugia,43.1679305,12.5115125
San Marco,suburb,,Perugia,43.1320493,12.3619505
San Marino,hamlet,200.0,Perugia,43.1419676,12.3839963
San Martino dei Colli,hamlet,42.0,Perugia,43.0466397,12.2456617
San Martino in Campo,village,2190.0,Perugia,43.0378834,12.3993307
San Martino in Colle,village,2128.0,Perugia,43.033355,12.3638718
San Matteo,neighbourhood,80.0,Perugia,43.1497877,12.3840849
San Sisto,neighbourhood,6794.0,Perugia,43.0850342,12.3463549
Santa Lucia,isolated_dwelling,,Perugia,43.2435771,12.4056137
Santa Lucia,suburb,,Perugia,43.1179502,12.3645306
Santa Maria Rossa,village,658.0,Perugia,43.0274691,12.3980686
Santa Sabina,village,1248.0,Perugia,43.0882355,12.3219097
Santa Vittoria,hamlet,30.0,Perugia,43.2501993,12.4013486
Sant'Andrea delle Fratte,neighbourhood,560.0,Perugia,43.0743033,12.3382
Sant'Andrea di Agliano,hamlet,24.0,Perugia,43.0537933,12.3950765
Sant'Angelo di Chieli,isolated_dwelling,,Perugia,43.2472581,12.4093419
Sant'Egidio,village,1031.0,Perugia,43.1043551,12.4910458
Sant'Enea,village,1003.0,Perugia,43.0099928,12.3572484
Sant'Erminio,suburb,,Perugia,43.118843,12.3986587
Sant'Orfeto-La Cinella,village,519.0,Perugia,43.258147,12.397255
Sodo degli Ebrei,hamlet,191.0,Perugia,43.0971421,12.413714
Solfagnano,hamlet,30.0,Perugia,43.2168001,12.4305266
Stazione di Parlesca e Solfagnano,village,775.0,Perugia,43.2210167,12.4113058
Tavernacce,hamlet,289.0,Perugia,43.230746,12.410956
Val Vitiano,neighbourhood,281.0,Perugia,43.1183568,12.4291391
Valtiera,hamlet,103.0,Perugia,43.0897514,12.4560224
Vescovato,hamlet,59.0,Perugia,43.0175669,12.3947116
Vestricciano,neighbourhood,156.0,Perugia,43.0730965,12.3746395
Villa,hamlet,65.0,Perugia,43.0453446,12.3447856
Villa Gemini,neighbourhood,,Perugia,43.1118423,12.4373906
Villa Pitignano,village,3107.0,Perugia,43.14721,12.4523672
Abbadia Settefrati,hamlet,7.0,Piegaro,42.9894756,12.2041689
Acovile,isolated_dwelling,,Piegaro,42.965075,12.1551382
Acquaiola-Gratiano,hamlet,183.0,Piegaro,43.0089823,12.1833526
Bernone,isolated_dwelling,,Piegaro,42.9721982,12.1327409
Borghetto,hamlet,17.0,Piegaro,42.978274,12.0906405
Brozzolino,isolated_dwelling,,Piegaro,42.981855,12.1550234
C. Angislao,isolated_dwelling,,Piegaro,42.9377826,12.0642435
C. del Ciotto,isolated_dwelling,,Piegaro,42.9656559,12.1874857
C. Selva Piana,locality,,Piegaro,42.9536035,12.0669686
C. Selva Piana,locality,,Piegaro,42.9535088,12.0672926
C. Vecchia,isolated_dwelling,,Piegaro,42.9816541,12.136175
Canneto,isolated_dwelling,,Piegaro,42.9391081,12.1383798
Casaceccame,hamlet,53.0,Piegaro,42.9937354,12.1329213
Case Vecchie,isolated_dwelling,,Piegaro,42.9788569,12.2430356
Casella,isolated_dwelling,,Piegaro,42.9532737,12.1146154
Castiglion Fosco,hamlet,266.0,Piegaro,42.9813808,12.1684338
Cibottola,isolated_dwelling,,Piegaro,42.9805592,12.2344163
Collebaldo,hamlet,59.0,Piegaro,42.9789357,12.1747807
Collicello,hamlet,26.0,Piegaro,42.984805,12.2115836
Covaldone,hamlet,15.0,Piegaro,42.9929307,12.2261136
Crocev Vecchia,locality,,Piegaro,42.9798724,12.1458578
Fibbino,isolated_dwelling,,Piegaro,42.9468657,12.1987134
Fosciano,isolated_dwelling,,Piegaro,42.9752106,12.1048936
Gaiche,isolated_dwelling,,Piegaro,42.9705822,12.1783125
Ginestreto,hamlet,48.0,Piegaro,42.9871199,12.1652189
Greppaldino,locality,,Piegaro,42.9821486,12.1433258
Greppaldino primo,isolated_dwelling,,Piegaro,42.9701907,12.0923075
Greppaldino secondo,isolated_dwelling,,Piegaro,42.9733278,12.0932785
Greppeppe,isolated_dwelling,,Piegaro,42.9418786,12.1803027
Greppo,isolated_dwelling,,Piegaro,42.9657973,12.1283483
Greppo le Croci,locality,,Piegaro,42.9627294,12.1967581
Greppolischieto,hamlet,,Piegaro,42.9452539,12.1518175
Ierna,locality,,Piegaro,42.9722033,12.1182311
Iernaccia,hamlet,,Piegaro,42.9756846,12.1094982
La Fontana,hamlet,15.0,Piegaro,42.9650007,12.1900308
La Pevole,neighbourhood,,Piegaro,42.9855591,12.1676054
la Villa,isolated_dwelling,,Piegaro,42.9683762,12.1871316
Le buche del diavolo,locality,,Piegaro,42.963859,12.1461542
Macereto Alto,hamlet,15.0,Piegaro,42.9902766,12.1300823
Montagnola,hamlet,16.0,Piegaro,42.9428722,12.0838451
Monticchio,isolated_dwelling,,Piegaro,42.9747637,12.142915
Nociarelle-Scarpiello,hamlet,87.0,Piegaro,43.0065044,12.171363
Oro,hamlet,199.0,Piegaro,42.9912323,12.16023
Orzolo alto,isolated_dwelling,,Piegaro,42.970543,12.1971846
Orzolo basso,isolated_dwelling,,Piegaro,42.972482,12.1969861
Palombaro del Cieco,hamlet,91.0,Piegaro,43.0023504,12.1608176
Parrami,isolated_dwelling,,Piegaro,42.9756082,12.2519043
Pertiche,isolated_dwelling,,Piegaro,42.9568819,12.1742678
Piana,locality,,Piegaro,42.962383,12.1386735
Piegaro,village,663.0,Piegaro,42.969772,12.0863466
Pietrafitta,village,705.0,Piegaro,42.9904984,12.211782
Pietramonella,locality,,Piegaro,42.9609452,12.1869653
Po Barbano,isolated_dwelling,,Piegaro,42.9843737,12.1041548
Po del Vento,isolated_dwelling,,Piegaro,42.9844953,12.1132421
Po Rosso,isolated_dwelling,,Piegaro,42.9754213,12.1185953
Pod.e Fonte Salce,isolated_dwelling,,Piegaro,42.9473718,12.1477005
Pod.e Montalvino,isolated_dwelling,,Piegaro,42.9689415,12.1685868
Pod.e San Giovanni dell'Eremo,isolated_dwelling,,Piegaro,42.9459498,12.0917644
Pod.e San Martino,isolated_dwelling,,Piegaro,42.9476923,12.1320619
Pod.e Schioppello,isolated_dwelling,,Piegaro,42.9780592,12.2442895
Poggi primo,isolated_dwelling,,Piegaro,42.9573255,12.1841168
Poggi secondo,isolated_dwelling,,Piegaro,42.9544045,12.1838164
Poggio,isolated_dwelling,,Piegaro,42.9417274,12.1425721
Polino,hamlet,4.0,Piegaro,42.9671444,12.1031923
Ponibbiale,hamlet,105.0,Piegaro,42.9553636,12.1145127
Posabile,locality,,Piegaro,42.9642585,12.1205592
Posante di Sopra,hamlet,,Piegaro,42.956395,12.1624394
Posante di Sotto,hamlet,,Piegaro,42.9544712,12.1608038
Poste,locality,,Piegaro,42.9472741,12.1609425
Pratalenza,hamlet,9.0,Piegaro,42.9577245,12.1170891
Refogliano,hamlet,,Piegaro,42.9701347,12.147194
Romagnella Alta,isolated_dwelling,,Piegaro,42.9934715,12.2425756
Romagnella Bassa,isolated_dwelling,,Piegaro,42.99755,12.2347194
S. Felicissima,locality,,Piegaro,42.9777295,12.1492964
San Pietro,isolated_dwelling,,Piegaro,42.9690533,12.1416387
Sanguineto,isolated_dwelling,,Piegaro,42.9512085,12.199856
Scarabalcone,isolated_dwelling,,Piegaro,42.9773987,12.1163578
Scopeto,isolated_dwelling,,Piegaro,42.9846994,12.1162704
Vignaie,hamlet,15.0,Piegaro,42.9666652,12.1406354
Vincenze,hamlet,30.0,Piegaro,42.988552,12.1624339
Barbiano,locality,,Pietralunga,43.4498908,12.3848875
C. Urbinato,locality,,Pietralunga,43.4798658,12.3486757
Caiciabocca,locality,,Pietralunga,43.4821408,12.4017098
Caidominici,locality,,Pietralunga,43.4801719,12.3988002
Caignani,isolated_dwelling,,Pietralunga,43.3981489,12.405417
Caignoni,locality,,Pietralunga,43.448425,12.3780227
Cainucci,isolated_dwelling,,Pietralunga,43.3916407,12.3992549
Caipietri di Sopra,isolated_dwelling,,Pietralunga,43.3952547,12.4061881
Caipietri di Sotto,isolated_dwelling,,Pietralunga,43.390849,12.4062518
Caivalentini,locality,,Pietralunga,43.4860917,12.4073637
Caizingari,locality,,Pietralunga,43.4474186,12.3854443
Casa del Fattore,isolated_dwelling,,Pietralunga,43.4657929,12.4145327
Casa Monte Lardaro,isolated_dwelling,,Pietralunga,43.3923758,12.4133619
Case Confornano,locality,,Pietralunga,43.446258,12.3774916
La Villa,isolated_dwelling,,Pietralunga,43.4113577,12.3435591
Le Corniole,hamlet,13.0,Pietralunga,43.5137281,12.4678279
Maritonda III,hamlet,8.0,Pietralunga,43.3935238,12.4185368
Molino della Vallaccia,isolated_dwelling,,Pietralunga,43.4098142,12.3332859
Montegrande,isolated_dwelling,,Pietralunga,43.4076532,12.3268372
Moravola,isolated_dwelling,,Pietralunga,43.3678698,12.3767486
Orzanino,isolated_dwelling,,Pietralunga,43.416505,12.3486053
Orzano,isolated_dwelling,,Pietralunga,43.4152626,12.3508151
Palazzetto,isolated_dwelling,,Pietralunga,43.4981615,12.4369736
Perrubbio,locality,,Pietralunga,43.4639999,12.3844446
Petroia,hamlet,,Pietralunga,43.4686102,12.3458295
Pian della Serra,hamlet,,Pietralunga,43.5341454,12.4262012
Pietralunga,village,1230.0,Pietralunga,43.4422051,12.4371945
Pieve dei Saddi,hamlet,,Pietralunga,43.424406,12.3661854
Rubiella,isolated_dwelling,,Pietralunga,43.4078075,12.3406056
Salceto Lame,hamlet,6.0,Pietralunga,43.4656239,12.4851071
San Antonio,locality,,Pietralunga,43.5048808,12.4352521
San Biagio,isolated_dwelling,,Pietralunga,43.3897847,12.4149467
Sant'Anna,isolated_dwelling,,Pietralunga,43.4190438,12.3500821
Sant'Ansovino,isolated_dwelling,,Pietralunga,43.4907087,12.4384297
Selva,isolated_dwelling,,Pietralunga,43.5012128,12.4373203
Vaglie,locality,,Pietralunga,43.4684446,12.3869386
Valbastina,isolated_dwelling,,Pietralunga,43.4922177,12.4316115
Vallaccia,isolated_dwelling,,Pietralunga,43.4121217,12.3318517
Macchia Cerasa,locality,,Poggiodomo,42.7018088,12.8997732
Mucciafora,hamlet,26.0,Poggiodomo,42.7471984,12.922124
Poggiodomo,village,46.0,Poggiodomo,42.711239,12.933876
Roccatamburo,hamlet,29.0,Poggiodomo,42.7372457,12.9363761
Tagliasacco,locality,,Poggiodomo,42.759848,12.9192748
Usigni,hamlet,7.0,Poggiodomo,42.6964142,12.9335957
Le Ferrare,locality,,Polino,42.5900651,12.8655632
Polino,village,159.0,Polino,42.5848236,12.8428018
Borgo Hescana,hamlet,72.0,Porano,42.6996295,12.0785561
Porano,village,1570.0,Porano,42.6817096,12.1020615
Abeto,hamlet,10.0,Preci,42.8369725,13.0635352
Acquaro,hamlet,,Preci,42.869258,13.0663072
Borgo,neighbourhood,,Preci,42.8806342,13.0399992
Carpineta,locality,,Preci,42.8720385,13.0520963
Casale Cerreta,isolated_dwelling,,Preci,42.872696,13.0556472
Casale Maggiori,isolated_dwelling,,Preci,42.8847614,13.0289343
Casali Belforte,hamlet,16.0,Preci,42.8530207,12.9682738
Casali Cardella,hamlet,,Preci,42.8857823,13.0369126
Casali dell'Acquaro,isolated_dwelling,,Preci,42.8763921,13.0905861
Castelvecchio,hamlet,17.0,Preci,42.89087,13.0209578
Cervara,hamlet,,Preci,42.8967346,13.011438
Civitelle,hamlet,,Preci,42.840477,13.003505
Collazzoni,hamlet,16.0,Preci,42.840039,13.0060539
Collescille,hamlet,13.0,Preci,42.8755921,13.0636093
Corone,hamlet,83.0,Preci,42.8826685,13.0098092
Costa Camorro,locality,,Preci,42.8714095,13.0427262
Fiano di Abeto,hamlet,14.0,Preci,42.824547,13.0651363
Località Le Cascine,isolated_dwelling,,Preci,42.8483221,13.0632966
Madonna della Pieve,locality,,Preci,42.8877211,13.0263648
Mandrilli,locality,,Preci,42.8691291,13.0710458
Montaglioni,hamlet,10.0,Preci,42.8599241,13.002644
Montebufo,hamlet,10.0,Preci,42.8274474,13.0259573
Piedivalle,hamlet,29.0,Preci,42.8668812,13.060459
Poggio di Croce,hamlet,4.0,Preci,42.843818,12.9973543
Preci,village,279.0,Preci,42.8792351,13.0387461
Roccanolfi,hamlet,20.0,Preci,42.860763,13.0179972
Sacco Vescio,hamlet,41.0,Preci,42.8980937,13.0337623
San Macario,locality,,Preci,42.8697582,13.0762573
San Vito,hamlet,,Preci,42.8728354,13.0096256
Sant'Eutizio,isolated_dwelling,,Preci,42.8704732,13.0636177
Selva Larga,locality,,Preci,42.8779263,13.0598325
Todiano,hamlet,23.0,Preci,42.8449377,13.065389
Valle,isolated_dwelling,,Preci,42.8739475,13.073405
Velasca,locality,,Preci,42.8621422,13.0590506
Villa del Guado,hamlet,,Preci,42.8469286,13.003712
Acquaforte,hamlet,3.0,San Gemini,42.6311193,12.5548097
Acquavogliera,village,489.0,San Gemini,42.5949804,12.5660194
Colle Ozio,hamlet,14.0,San Gemini,42.6203482,12.525633
Colle Pizzuto,hamlet,,San Gemini,42.6156545,12.5208699
Grotta dello Zingaro,locality,,San Gemini,42.6087687,12.543779
Località Fabbrone,hamlet,,San Gemini,42.59566,12.5150755
Località Produttiva Acquaforte,hamlet,,San Gemini,42.6344357,12.5481925
Quadrelletto,hamlet,100.0,San Gemini,42.5895555,12.5392824
San Gemini,village,3239.0,San Gemini,42.6127014,12.5465047
Valleantica,hamlet,,San Gemini,42.5844962,12.5625938
Abbadiaccia,locality,,San Giustino,43.5828691,12.2109733
Bagnaia,hamlet,22.0,San Giustino,43.5289623,12.1805484
C. Abbadiola,locality,,San Giustino,43.5512763,12.2497711
C. Gambino,locality,,San Giustino,43.587417,12.2717388
C. la Valle,locality,,San Giustino,43.5555885,12.2235707
C. Pratale,locality,,San Giustino,43.5487698,12.2135614
C. Ranco Massano,locality,,San Giustino,43.5612038,12.2240297
C. Sasso,locality,,San Giustino,43.5475462,12.2485223
C. Valghisola,locality,,San Giustino,43.5892809,12.2799179
C.se Il Colle,locality,,San Giustino,43.5680402,12.2433319
Ca Concello,locality,,San Giustino,43.5924338,12.2021985
Ca de Cocci,locality,,San Giustino,43.5651726,12.2188323
Ca del Borchio,locality,,San Giustino,43.589274,12.2067045
Ca del Cucco,isolated_dwelling,,San Giustino,43.5715989,12.1953222
Cà della Mona,locality,,San Giustino,43.5526525,12.2247029
Ca' di Bricco,locality,,San Giustino,43.5332581,12.1734521
Ca di Ghezzi,locality,,San Giustino,43.557633,12.2172905
Ca' di Lodola,locality,,San Giustino,43.5420246,12.20027
Ca' di Magnano,hamlet,16.0,San Giustino,43.5607648,12.1842828
Ca' di Nardo,hamlet,29.0,San Giustino,43.5473235,12.1626465
Ca' Fiume,locality,,San Giustino,43.5938383,12.2035216
Ca' Matra,isolated_dwelling,,San Giustino,43.5252438,12.2047093
Ca' Molinello,locality,,San Giustino,43.5635291,12.1858792
Ca' Torrioli,locality,,San Giustino,43.5267304,12.1927212
Ca' Torrioli,hamlet,16.0,San Giustino,43.5247055,12.1927874
Cantone,hamlet,13.0,San Giustino,43.565581,12.2657992
Capanne Pian di Sotto,hamlet,25.0,San Giustino,43.5379867,12.1611829
Casaccia,hamlet,23.0,San Giustino,43.5430031,12.1974317
Cascine,hamlet,,San Giustino,43.524548,12.190149
Case Nuove Seconde,hamlet,17.0,San Giustino,43.5047181,12.1802066
Case Petrella,locality,,San Giustino,43.591722,12.2924017
Castiglione,locality,,San Giustino,43.5600313,12.2427232
Cedinna,locality,,San Giustino,43.5666923,12.1754986
Celalba,village,326.0,San Giustino,43.5368213,12.2013177
Col del Ranco,locality,,San Giustino,43.5745165,12.2517483
Col del Rosso,locality,,San Giustino,43.5770313,12.2775538
Colle Plinio,hamlet,,San Giustino,43.5308311,12.2192432
contrada Foggi,locality,,San Giustino,43.5518526,12.1774434
Contrada Fondaccio,quarter,,San Giustino,43.5191157,12.2117755
Corposano,hamlet,56.0,San Giustino,43.5705603,12.1935543
Cospaia,hamlet,,San Giustino,43.5589967,12.1711244
Farineto,hamlet,,San Giustino,43.5345152,12.2235253
Fiscale,hamlet,45.0,San Giustino,43.5224774,12.2021173
Fiumicello,hamlet,23.0,San Giustino,43.5262402,12.1974471
Gabriellone,hamlet,33.0,San Giustino,43.5509445,12.1642987
Gorgovecchio,quarter,,San Giustino,43.5213658,12.2171712
La Casina,hamlet,,San Giustino,43.5729993,12.2740846
La Madonnina,locality,,San Giustino,43.5526471,12.2293323
La villa,hamlet,,San Giustino,43.5657161,12.2889792
Lama,suburb,,San Giustino,43.5202744,12.2166155
Lama - zona industriale,quarter,,San Giustino,43.5164106,12.2221716
Messena,hamlet,,San Giustino,43.5699365,12.2007761
Motozzo,locality,,San Giustino,43.5657725,12.190929
Paltelli,quarter,,San Giustino,43.521263,12.2138285
Paradisi,hamlet,,San Giustino,43.5424191,12.1645372
Parnacciano,hamlet,8.0,San Giustino,43.5651757,12.2920573
Passano,locality,,San Giustino,43.5697675,12.2504618
Peschiera,hamlet,,San Giustino,43.5186162,12.1863747
Pescio,locality,,San Giustino,43.5728685,12.2589078
Petricce,hamlet,28.0,San Giustino,43.5426656,12.1854327
Piandarnuccio,locality,,San Giustino,43.5686413,12.281522
Pitigliano,hamlet,157.0,San Giustino,43.5308575,12.2107085
Renzetti,hamlet,9.0,San Giustino,43.5471764,12.2668481
Sant'Anastasio,hamlet,23.0,San Giustino,43.5476066,12.1892602
Selci,suburb,,San Giustino,43.5121782,12.1913716
Selci-Lama,village,4734.0,San Giustino,43.5149263,12.2012014
Spertaglia,locality,,San Giustino,43.5691042,12.1863979
Stazione,quarter,,San Giustino,43.5135126,12.2008966
Stregorata,locality,,San Giustino,43.5753438,12.1910694
Uliano,locality,,San Giustino,43.5409844,12.1910478
Valdimonte,hamlet,,San Giustino,43.5566703,12.2200917
Valghisole,isolated_dwelling,,San Giustino,43.5898899,12.275223
Casaglia,isolated_dwelling,,San Venanzo,42.9348023,12.1903842
Casalicchio,hamlet,18.0,San Venanzo,42.8319617,12.1594753
Castello,hamlet,22.0,San Venanzo,42.911111,12.2237516
Civitella dei Conti,hamlet,,San Venanzo,42.9014835,12.2946713
Collelungo,hamlet,49.0,San Venanzo,42.8674305,12.320947
La Rochera,locality,,San Venanzo,42.8220596,12.2011998
Ospedaletto,hamlet,88.0,San Venanzo,42.8347921,12.218587
Palazzo Bovarino,isolated_dwelling,,San Venanzo,42.8381777,12.1959487
Poggio Aquilone,hamlet,64.0,San Venanzo,42.9086765,12.2776486
Poggio Spaccato,hamlet,44.0,San Venanzo,42.8439293,12.2230179
Pornello,hamlet,8.0,San Venanzo,42.8875955,12.1852338
Ripalvella,hamlet,151.0,San Venanzo,42.8470716,12.3128364
Rotecastello,hamlet,35.0,San Venanzo,42.8794311,12.2933348
San Marino,hamlet,36.0,San Venanzo,42.8240054,12.1689183
San Venanzo,village,892.0,San Venanzo,42.869337,12.269859
San Vito in Monte,hamlet,51.0,San Venanzo,42.9122132,12.2306667
Spante,isolated_dwelling,,San Venanzo,42.8247508,12.1948349
Vesca,hamlet,20.0,San Venanzo,42.9023064,12.3043048
Caso,hamlet,22.0,Sant'Anatolia di Narco,42.7079848,12.8568333
Castel San Felice,hamlet,116.0,Sant'Anatolia di Narco,42.7431702,12.8415321
Costa Selva grande,locality,,Sant'Anatolia di Narco,42.7451116,12.8550705
Gavelli,hamlet,11.0,Sant'Anatolia di Narco,42.6917411,12.8948504
Grotti,hamlet,44.0,Sant'Anatolia di Narco,42.753402,12.8295756
La Pia,isolated_dwelling,,Sant'Anatolia di Narco,42.7376751,12.8394006
Le Muraglie,locality,,Sant'Anatolia di Narco,42.6949807,12.8676601
